Name,Description,Stars,Language,Repo URL,Difficulty
Data-Science-Cheat-Sheet,"This repository contains all the Cheat Sheet for Data Science,Python Libraries and Git.",89,TeX,https://github.com/sidakwalia/Data-Science-Cheat-Sheet,Beginner
practical-web-scraping-for-data-science,Source code for 'Practical Web Scraping for Data Science' by Seppe vanden Broucke and Bart Baesens,89,Python,https://github.com/Apress/practical-web-scraping-for-data-science,Beginner
R-for-Data-Science-Lunchbreak-Lessons,Source files for the LinkedIn Learning Course,89,HTML,https://github.com/mnr/R-for-Data-Science-Lunchbreak-Lessons,Beginner
kepler-pipeline,Kepler Science Data Processing Pipeline,89,C,https://github.com/nasa/kepler-pipeline,Beginner
Sustainability-GIS,"Site for ""Spatial Data Science for Sustainable Development"" course at the Dept. Built Environment, Aalto University",89,Jupyter Notebook,https://github.com/AaltoGIS/Sustainability-GIS,Beginner
pet-projects,Collection of Data Science PET Projects (Сборник PET-проектов Data Science),88,Jupyter Notebook,https://github.com/alex-sokolov2011/pet-projects,Beginner
data-analytics-project-template,A python project starter template for data-analytics and data-science. ,88,Jupyter Notebook,https://github.com/janishar/data-analytics-project-template,Beginner
cs.js,"Computer Science Data Structures and Algorithms in JavaScript ( Node.JS, ES ) in simple, clean, reusable code",88,JavaScript,https://github.com/o0101/cs.js,Beginner
flask-angular-data-science,"Repository for a data science starter app using Flask, Angular and Docker. https://medium.com/@dvelsner/deploying-a-simple-machine-learning-model-in-a-modern-web-application-flask-angular-docker-a657db075280",87,TypeScript,https://github.com/delsner/flask-angular-data-science,Beginner
My_RoadMap_Data_Science,"own way of studying data science, machine learning and AI (Python)",87,HTML,https://github.com/VolodymyrGavrysh/My_RoadMap_Data_Science,Beginner
100-Days-of-Data-Science,100 Days of Data Science,87,,https://github.com/100-days-of-data-science-code/100-Days-of-Data-Science,Beginner
Awesome-Data-Science-Resources,"Resources about data science, machine learning, deep learning, data engineering, and SQL.",87,,https://github.com/TirendazAcademy/Awesome-Data-Science-Resources,Beginner
fmri-analysis-course,Materials from fMRI data analysis course for cognitive science students.,87,Jupyter Notebook,https://github.com/fMRIAnalysisCourse/fmri-analysis-course,Beginner
ccsdspy,"I/O interface and utilities for CCSDS binary spacecraft data in Python. Library used in flight missions at NASA, NOAA, and SWRI",87,Python,https://github.com/CCSDSPy/ccsdspy,Beginner
Coursera-Bioinformatics,"My solution to Bioinformatics Specialization (Finding Hidden Messages in DNA; Genome Sequencing; Comparing Genes, Proteins, and Genomes; Molecular Evolution; Genomic Data Science and Clustering; Finding Mutations in DNA and Proteins; Bioinformatics Capstone: Big Data in Biology)",87,Python,https://github.com/xuwd11/Coursera-Bioinformatics,Beginner
python-programming-for-data-science,Content from the University of British Columbia's Master of Data Science course DSCI 511.,86,Jupyter Notebook,https://github.com/TomasBeuzen/python-programming-for-data-science,Beginner
data-science-foundations,,86,Jupyter Notebook,https://github.com/knathanieltucker/data-science-foundations,Beginner
awesome-python-data-science,A curated list of Python libraries used for data science.,86,,https://github.com/thomasjpfan/awesome-python-data-science,Beginner
365datascience,This Repo contains all exercise and resources file from the 365 Data Science Program,86,Jupyter Notebook,https://github.com/kartikeyporwal/365datascience,Beginner
datasciquotes,Data Science related quotes,86,,https://github.com/kbroman/datasciquotes,Beginner
data-science-template,,85,Python,https://github.com/daveebbelaar/data-science-template,Beginner
tutorials,Data Science Dojo Tutorials,85,HTML,https://github.com/datasciencedojo/tutorials,Beginner
ds30,Data Science in 30 Minutes,85,Jupyter Notebook,https://github.com/thedataincubator/ds30,Beginner
Data-Science-Articles,A collection of my blogs on Data Science and Machine learning.,85,Jupyter Notebook,https://github.com/parulnith/Data-Science-Articles,Beginner
Learn_Data_Science_in_100Days,A step-by-step tutorial to learn Data Science,85,Jupyter Notebook,https://github.com/rsharankumar/Learn_Data_Science_in_100Days,Beginner
DataSciencePortfolio,"A collection of selected data science projects to demonstrate skill sets, knowledge, and what I find interesting",85,Jupyter Notebook,https://github.com/boudrejp/DataSciencePortfolio,Beginner
data_scientist_career_path,Draft Data Scientist career path by the Government Data Science Partnership,85,,https://github.com/ukgovdatascience/data_scientist_career_path,Beginner
deep_dream_challenge,Deep Dream Challenge code by @SIrajology on Youtube (Learn Python for Data Science #5),85,Python,https://github.com/llSourcell/deep_dream_challenge,Beginner
aospy,Python package for automated analysis and management of gridded climate data,85,Python,https://github.com/spencerahill/aospy,Beginner
C7-Lecture-Backpack,"Lecture Content for Software Engineering, Data Science, and Full Stack Web Development Students",85,Jupyter Notebook,https://github.com/skills-cogrammar/C7-Lecture-Backpack,Beginner
data-ethics-club,"A reading list and fortnightly discussion group designed to provoke discussion about ethical applications of, and processes for, data science.",85,Python,https://github.com/very-good-science/data-ethics-club,Beginner
ml_linalg,SIMD-based linear algebra and statistics for data science with dart,85,Dart,https://github.com/gyrdym/ml_linalg,Beginner
EDMC-Canonn,Project Athens: EDMC plugin to automatically collect accurate science data from the galaxy and coordinate missions,85,Python,https://github.com/canonn-science/EDMC-Canonn,Beginner
HeartHealthPrediction,"The major reason for the death in worldwide is the heart disease in high and low developed countries. The data scientist uses distinctive machine learning techniques for modeling health diseases by using authentic dataset eﬃciently and accurately. The medical analysts are needy for the models or systems to predict the disease in patients before the strike. High cholesterol, unhealthy diet, harmful use of alcohol, high sugar levels, high blood pressure, and smoking are the main symptoms of chances of the heart attack in humans.  Data Science is an advanced and enhanced method for the analysis and encapsulation of useful information. The attributes and variable in the dataset discover an unknown and future state of the model using prediction in machine learning. Chest pain, blood pressure, cholesterol, blood sugar, family history of heart disease, obesity, and physical inactivity are the chances that inﬂuence the possibility of heart diseases. This project emphasizes to evaluate diﬀerent algorithms for the diagnosis of heart disease with better accuracies by using the patient’s data set because predictions and descriptions are fundamental objectives of machine learning. Each procedure has unique perspective for the modeling objectives. Algorithms have been implemented for the prediction of heart disease with our Heart patient data set",85,Jupyter Notebook,https://github.com/ammarmahmood1999/HeartHealthPrediction,Beginner
data-science,,84,Jupyter Notebook,https://github.com/claudiaregio/data-science,Beginner
DataScienceInterview,Interview stuff for friends,84,HTML,https://github.com/mGalarnyk/DataScienceInterview,Beginner
cookiecutter-conda-data-science,,84,Python,https://github.com/jvelezmagic/cookiecutter-conda-data-science,Beginner
DScourseS18,"ECON 5970: Data Science for Economists, University of Oklahoma (Spring 2018)",84,Jupyter Notebook,https://github.com/tyleransom/DScourseS18,Beginner
data-science,Data science tooling for Racket,84,Racket,https://github.com/n3mo/data-science,Beginner
Fantasy-Football-Models-Old,Beating the shit out of my friends with data science,84,,https://github.com/jsoslow2/Fantasy-Football-Models-Old,Beginner
conferences,List of Machine Learning & Data Science Conferences,84,,https://github.com/wimlds/conferences,Beginner
pytorch-interview-questions,🟣 PyTorch interview questions and answers to help you prepare for your next machine learning and data science interview in 2024.,84,,https://github.com/Devinterview-io/pytorch-interview-questions,Beginner
the_data_science_handbook,Source code for The Data Science Handbook,83,Python,https://github.com/field-cady/the_data_science_handbook,Beginner
Introduction-to-Data-Science-in-Python,Coursera | Introduction to Data Science in Python（University of Michigan）,83,Jupyter Notebook,https://github.com/ycchen00/Introduction-to-Data-Science-in-Python,Beginner
ds4ph-bme,A github repo for the Data Science in Public Health and  Biomedical Engineering Course,83,Jupyter Notebook,https://github.com/bcaffo/ds4ph-bme,Beginner
tidyverse-cookbook,Code recipes for doing data science with R's tidyverse,83,TeX,https://github.com/rstudio-education/tidyverse-cookbook,Beginner
summer-school-transformers-2023,"Course repository for the session ""Hands-on Transformers: Fine-Tune your own BERT and GPT"" of the Data Science Summer School 2023",83,Jupyter Notebook,https://github.com/MoritzLaurer/summer-school-transformers-2023,Beginner
Data-Science,This repo contains Data Science code snippet,82,Jupyter Notebook,https://github.com/akshaytheau/Data-Science,Beginner
Data-Science-Books,Collection of free Data Science pdfs,82,,https://github.com/kanishkamisra/Data-Science-Books,Beginner
Data-Science-Meetup-Oxford,Content shared at DS-OX Meetup,82,Python,https://github.com/asehmi/Data-Science-Meetup-Oxford,Beginner
awesome-ai-tutorials,The best collection of AI tutorials to make you a boss of Data Science!,82,Python,https://github.com/FrancoisPorcher/awesome-ai-tutorials,Beginner
Manufacturing-Quality-Inspection,"I have built the computer vision models in 3 different ways addressing different personas, because not all companies will have a resolute data science team.",82,Jupyter Notebook,https://github.com/RajdeepBiswas/Manufacturing-Quality-Inspection,Beginner
data_science,Python Data Science Course with TCLab,81,Jupyter Notebook,https://github.com/APMonitor/data_science,Beginner
healthyr_book,R for Health Data Science,81,HTML,https://github.com/SurgicalInformatics/healthyr_book,Beginner
Manufacturing-Data-Science,Data Science in Manufacturing 製造資料科學,81,HTML,https://github.com/PO-LAB/Manufacturing-Data-Science,Beginner
gadsdc,materials for General Assembly Data Science DC course,81,HTML,https://github.com/ajschumacher/gadsdc,Beginner
C5-Data-Science-Lecture-Backpack,C5 Data Science Lecture Backpack containing all content covered in lecture sessions,81,Jupyter Notebook,https://github.com/skills-cogrammar/C5-Data-Science-Lecture-Backpack,Beginner
zen3geo,The 🌏 data science library you've been waiting for~,81,Python,https://github.com/weiji14/zen3geo,Beginner
nomad,"NOMAD lets you manage and share your materials science data in a way that makes it truly useful to you, your group, and the community.",81,JavaScript,https://github.com/nomad-coe/nomad,Beginner
Titanic-Machine-Learning-from-Disaster,"Start here if... You're new to data science and machine learning, or looking for a simple intro to the Kaggle prediction competitions.  Competition Description The sinking of the RMS Titanic is one of the most infamous shipwrecks in history.  On April 15, 1912, during her maiden voyage, the Titanic sank after colliding with an iceberg, killing 1502 out of 2224 passengers and crew. This sensational tragedy shocked the international community and led to better safety regulations for ships.  One of the reasons that the shipwreck led to such loss of life was that there were not enough lifeboats for the passengers and crew. Although there was some element of luck involved in surviving the sinking, some groups of people were more likely to survive than others, such as women, children, and the upper-class.  In this challenge, we ask you to complete the analysis of what sorts of people were likely to survive. In particular, we ask you to apply the tools of machine learning to predict which passengers survived the tragedy.  Practice Skills Binary classification Python and R basics",81,Jupyter Notebook,https://github.com/ashishpatel26/Titanic-Machine-Learning-from-Disaster,Beginner
Data-Science-Portfolio,"This portfolio is a compilation of notebooks which I created for Data Science related tasks like Tutorials, Exploratory Data Analysis, and Machine Learning.",80,Jupyter Notebook,https://github.com/Deffro/Data-Science-Portfolio,Beginner
data_science_portfolio,"Portfolio of data science projects completed by me for academic, self learning, and hobby purposes.",80,Jupyter Notebook,https://github.com/melvfnz/data_science_portfolio,Beginner
Getting-started-with-Streamlit-for-Data-Science,"Getting started with Streamlit for Data Science, published by Packt",80,Python,https://github.com/PacktPublishing/Getting-started-with-Streamlit-for-Data-Science,Beginner
dsb-2017,Data Science Bowl 2017,80,Python,https://github.com/anlthms/dsb-2017,Beginner
awesome-python-for-data-science,"A curated list of awesome resources such as books, tutorials, courses, open-source libraries, exercises, and other materials that support Pythonistas in the making, and Pythonistas migrating into Data Science! 📊",80,Jupyter Notebook,https://github.com/Data-Centric-AI-Community/awesome-python-for-data-science,Beginner
Medium-Articles,Repository with all my blog posts on data science and machine learning learning topics,80,Jupyter Notebook,https://github.com/eugeniaring/Medium-Articles,Beginner
Python,"this resporatory have ml,ai,nlp,data science etc.python language related material from many websites eg. datacamp,geeksforgeeks,linkedin,youtube,udemy etc. also it include programming challange/competion solutions",80,Python,https://github.com/keshavsingh4522/Python,Beginner
open-geo-data-education,"Open Geospatial Datasets for GIS Education: This is a repository of open geospatial datasets to be used in an educational context. I created these files over years of teaching Geographic Data Science and GIS. All original datasets are freely available online with open data licenses (see the dataset attribution for details). All the datasets in this repository have been selected, cleaned, harmonised, and repackaged for GIS exercises in a higher-education context. This is a pretty time-intensive process that other educators can hopefully avoid by using these versions.",80,,https://github.com/andrea-ballatore/open-geo-data-education,Beginner
Data_Science,This repository serves to house all the Data Analytics Scripts that I have showcased in my YouTube Videos. ,79,HTML,https://github.com/SpencerPao/Data_Science,Beginner
Tutorials,"Introductory tutorial notebooks for learning data science, as part of the Data Science in Practice materials.",79,Jupyter Notebook,https://github.com/COGS108/Tutorials,Beginner
365-data-science-sql,,79,PLpgSQL,https://github.com/kshashank03/365-data-science-sql,Beginner
DS-Student-Resources,Data Science Student Companion Notebooks and Data Lake,79,Jupyter Notebook,https://github.com/woz-u/DS-Student-Resources,Beginner
seek,"For finding, sharing and exchanging Data, Models, Simulations and Processes in Science.",79,Ruby,https://github.com/seek4science/seek,Beginner
photoshopped-or-not,Detecting Photoshopped images with Machine Learning. Created during Data Science Retreat.,79,Jupyter Notebook,https://github.com/Irio/photoshopped-or-not,Beginner
cheat_sheets,"A collection of handy cheat sheets for programming, data science, version control, statistics, and probability.",79,,https://github.com/baumanab/cheat_sheets,Beginner
scipy2019-intermediate-gds,"This is the Intermediate Data Science Workshop for the 2019 Scientific Python conference in Austin, TX. ",79,Jupyter Notebook,https://github.com/pysal/scipy2019-intermediate-gds,Beginner
stata-cookbook,This is the Stata cookbook for “Introduction to Data Science” in the M.Sc. Public Policy & Human Development.,79,Stata,https://github.com/lfkrebs/stata-cookbook,Beginner
dss-workshops-archived,IQSS Data Science Services workshop materials,78,HTML,https://github.com/IQSS/dss-workshops-archived,Beginner
DataScience,,78,Jupyter Notebook,https://github.com/ChanCheeKean/DataScience,Beginner
data-science-seminar,Topics In Data Science and Bioinformatics,78,HTML,https://github.com/waldronlab/data-science-seminar,Beginner
ds-containers,Containers for data science,78,Shell,https://github.com/dataquestio/ds-containers,Beginner
ds_resources,Data Science Resources,78,R,https://github.com/reshamas/ds_resources,Beginner
Building-Data-Science-Applications-with-FastAPI-Second-Edition,,79,Python,https://github.com/PacktPublishing/Building-Data-Science-Applications-with-FastAPI-Second-Edition,Beginner
cs109-dl-videos,Shell script to scrape Harvard CS109 (Intro to Data Science) lecture videos,78,Python,https://github.com/christopher-beckham/cs109-dl-videos,Beginner
binkit,Binary Reverse Engineering Data Science Kit,78,C,https://github.com/ohjeongwook/binkit,Beginner
Product-analytics-insights-collection,"My Solutions to  ""A Collection of Data Science Take-Home Challenges"" by Giulio Palombo.",78,,https://github.com/siddhujetty/Product-analytics-insights-collection,Beginner
meta-labeling,Code base for the meta-labeling papers published with the Journal of Financial Data Science,78,Jupyter Notebook,https://github.com/hudson-and-thames/meta-labeling,Beginner
sds-python,"A course in the fundamental skills for data science. Primarily python coding, web scraping and data wrangling along with some special topics in LaTeX, research ethics and research questions.",78,Jupyter Notebook,https://github.com/oxfordinternetinstitute/sds-python,Beginner
time-series-streaming-analytics-template,"Template to quickstart streaming analytics using Apache Kafka for ingestion, QuestDB for time-series storage and analytics, Grafana for near real-time dashboards, and Jupyter Notebook for data science",78,Jupyter Notebook,https://github.com/questdb/time-series-streaming-analytics-template,Beginner
open-data-science,DonorsChoose.org Data Science Team Opensource Code ,77,Jupyter Notebook,https://github.com/DonorsChoose/open-data-science,Beginner
Synthetic-data-gen,Various methods for generating synthetic data for data science and ML,77,Jupyter Notebook,https://github.com/tirthajyoti/Synthetic-data-gen,Beginner
data-product-analytics,Template to deploy a Data Product for analytics and data science use-cases into a Data Landing Zone of the Data Management & Analytics Scenario (former Enterprise-Scale Analytics). The Data Product template can be used by cross-functional teams to create insights and products for external users.,77,Bicep,https://github.com/Azure/data-product-analytics,Beginner
Genomic-Data-Science,Genomic data science specialization,76,HTML,https://github.com/qtao/Genomic-Data-Science,Beginner
data-science-journal,Personal repository of data science demonstrations and references,76,Jupyter Notebook,https://github.com/chrisluedtke/data-science-journal,Beginner
mdx-msc-data-science,"Middlesex University Dubai: MSc Data Science. Modelling, Regression and Machine Learning track. Instructor: Dr. Ivan Reznikov",76,Jupyter Notebook,https://github.com/IvanReznikov/mdx-msc-data-science,Beginner
Data-Science-Projects,"Data Science projects on various problem statements and datasets using Data Analysis, Machine Learning Algorithms, Deep Learning Algorithms, Natural Language Processing, Business Intelligence concepts by Python",76,Jupyter Notebook,https://github.com/karan842/Data-Science-Projects,Beginner
rl-workshop,Reinforcement Learning Workshop for Data Science BKK,76,Jupyter Notebook,https://github.com/Datatouille/rl-workshop,Beginner
nix-data-science,Standard set of packages and overlays for data-scientists [maintainer=@tbenst],76,Nix,https://github.com/nix-community/nix-data-science,Beginner
web3-data-practice,"Practice questions for on-chain data analysis, engineering, and science in Web3",76,,https://github.com/andrewhong5297/web3-data-practice,Beginner
Ciencia-de-dados-projetos,Repository for my data science projects (Web scraping and automation + exploratory data analysis + machine learning + recommendation system),76,Jupyter Notebook,https://github.com/Patotricks15/Ciencia-de-dados-projetos,Beginner
mlToolKits,learningOrchestra is a distributed Machine Learning integration tool that facilitates and streamlines iterative processes in a Data Science project.,76,Python,https://github.com/learningOrchestra/mlToolKits,Beginner
MachineLearning,"Practical course, which starting from Data Science offers examples (with Python code) and explanation (in Twitter threads) on concepts and techniques of Machine Learning, Deep Learning and NLP.",76,Jupyter Notebook,https://github.com/ansegura7/MachineLearning,Beginner
DSA-By-Abdul-Bari,"This repository contains implementations of popular data structures and algorithms in C++ based on the teachings of Abdul Bari, an expert in the field of computer science and engineering. The implementations are meant to serve as a reference for those looking to improve their understanding of data structures and algorithms.",76,C,https://github.com/Chinmay2660/DSA-By-Abdul-Bari,Beginner
data-science-utils,Lots of useful functions over Pandas and Python Numpy for Data Science,75,Jupyter Notebook,https://github.com/faizanahemad/data-science-utils,Beginner
data-science-tidy,"Materials for Introduction to Data Science in the Tidyverse, a two-day workshop @ rstudio::conf 2020",75,HTML,https://github.com/rstudio-conf-2020/data-science-tidy,Beginner
Applied-Data-Science-with-Python-Specialization,"The 5 courses in this University of Michigan specialization introduce learners to data science through the python programming language. This skills-based specialization is intended for learners who have a basic python or programming background, and want to apply statistical, machine learning, information visualization, text analysis, and social network analysis techniques through popular python toolkits such as pandas, matplotlib, scikit-learn, nltk, and networkx to gain insight into their data.  Introduction to Data Science in Python (course 1), Applied Plotting, Charting & Data Representation in Python (course 2), and Applied Machine Learning in Python (course 3) should be taken in order and prior to any other course in the specialization.  After completing those, courses 4 and 5 can be taken in any order.  All 5 are required to earn a certificate.",75,Jupyter Notebook,https://github.com/yonycherkos/Applied-Data-Science-with-Python-Specialization,Beginner
ads2020,Advanced Data Science 2020 Edition,75,CSS,https://github.com/jtleek/ads2020,Beginner
Machine-Learning-A-Z-hands-on-Python-And-R-in-data-Science,Repository For Codes And  Concept Taught in Udemy Course,75,Python,https://github.com/Ashleshk/Machine-Learning-A-Z-hands-on-Python-And-R-in-data-Science,Beginner
intubate,"<||> Interfaces to Popular R Functions for Data Science Pipelines, and More",75,R,https://github.com/rbertolusso/intubate,Beginner
vision_transformers_explained,"This folder of code contains code and notebooks to supplement the ""Vision Transformers Explained"" series published on Towards Data Science written by Skylar Callis.",75,Jupyter Notebook,https://github.com/lanl/vision_transformers_explained,Beginner
Principles-of-Data-Science,Principles of Data Science by Packt,74,Jupyter Notebook,https://github.com/PacktPublishing/Principles-of-Data-Science,Beginner
getting-job-data-science,Collection of advice and resources for getting a job as data scientist,74,,https://github.com/Pakillo/getting-job-data-science,Beginner
dataedu,An R package associated with the Data Science in Education Using R book,74,R,https://github.com/data-edu/dataedu,Beginner
YouTube-I-mostly-use-colab-now-,The Repository for all code I use in my Data Science and Machine Learning Tutorials on YouTube,74,Jupyter Notebook,https://github.com/gahogg/YouTube-I-mostly-use-colab-now-,Beginner
ml-india,Website for Machine Learning India (ml-india). Fostering machine learning and data science ecosystem in India.,74,HTML,https://github.com/harshnisar/ml-india,Beginner
Landsat-Classification-Using-Neural-Network,All the files mentioned in the article on Towards Data Science Neural Network for Landsat Classification Using Tensorflow in Python | A step-by-step guide.,74,Python,https://github.com/PratyushTripathy/Landsat-Classification-Using-Neural-Network,Beginner
DSB17_3d_lung_nodule_classifier,3d convnet for the classification of nodules/tumor in lung CT scans. Trained on Luna16 for Kaggle's 2017 data science bowl competition (result in top 3%),74,Python,https://github.com/LouisFoucard/DSB17_3d_lung_nodule_classifier,Beginner
pyJedAI,An open-source library that leverages Python’s data science ecosystem to build powerful end-to-end Entity Resolution workflows. ,74,Python,https://github.com/AI-team-UoA/pyJedAI,Beginner
PYTHON,"En este repositorio encontraras todo relacionado con python, desde definiciones básicas hasta Machine Learning y un poco de Data Science, este repositorio contiene todo lo que e aprendido acerca de python, espero lo disfrutes.",74,Jupyter Notebook,https://github.com/Chilangdon20/PYTHON,Beginner
IBM-Data-Science-Professional-Certificate,IBM Data Science Professional Certificate,73,Jupyter Notebook,https://github.com/DanielBarnes18/IBM-Data-Science-Professional-Certificate,Beginner
data-science-for-esm,,73,Jupyter Notebook,https://github.com/fneum/data-science-for-esm,Beginner
Data-Science-ML-Cheat-Sheet-Books-Oreilly-,Data Science + ML Cheat Sheet collection by me,73,Jupyter Notebook,https://github.com/slalit360/Data-Science-ML-Cheat-Sheet-Books-Oreilly-,Beginner
QuestionBank,A QuestionBank of data science interview Questions,73,,https://github.com/rbackupX/QuestionBank,Beginner
data-science-introduction-with-python,Python 数据科学导论 | Data Science Introduction with Python,73,CSS,https://github.com/leovan/data-science-introduction-with-python,Beginner
noj,A clojure framework for data science,73,Clojure,https://github.com/scicloj/noj,Beginner
webscrapingfordatascience,"Example source code for the book ""Web Scraping for Data Science with Python""",73,Python,https://github.com/Macuyiko/webscrapingfordatascience,Beginner
data-resources,Collection of resources I've found to be helpful for data science and programming,73,,https://github.com/katiejolly/data-resources,Beginner
Python-BoootCamp-Guide,Python BoootCamp  by Lux Academy and Data Science East Africa Guide,73,Jupyter Notebook,https://github.com/HarunMbaabu/Python-BoootCamp-Guide,Beginner
books,"A collection of online books for data science, computer science and coding!",73,Jupyter Notebook,https://github.com/oneoffcoder/books,Beginner
MITx-6.00.2x,"Coding exercises, Problem Sets, and lecture code for MITx: 6.00.2x Introduction to Computational Thinking and Data Science, EdX, March-May 2017",73,Python,https://github.com/anarayanan86/MITx-6.00.2x,Beginner
Data-Science-with-Spark,Machine Learning and Data Analysis Case Studies using Spark.,72,Jupyter Notebook,https://github.com/anindya-saha/Data-Science-with-Spark,Beginner
DSMO.course,Data Science and Matrix Optimization course,72,,https://github.com/zhanglabtools/DSMO.course,Beginner
FullStackDataAnalysis,"Presentation at Perth Data Science Meetup, February 2015",72,HTML,https://github.com/jackgolding/FullStackDataAnalysis,Beginner
DataScience-ML-LearningHub,"A delightful collection of free resources and tutorials for Python, data science, and machine learning. Dive into the world of coding, uncover the secrets of data analysis, and unleash the power of machine learning with our beginner-friendly materials. Join our community of learners and let's spoon-feed your curiosity together! 🥄🐍📊🤖",72,,https://github.com/SaM-92/DataScience-ML-LearningHub,Beginner
IntroductionToDataScience2019Fall,,72,,https://github.com/PKUAI26/IntroductionToDataScience2019Fall,Beginner
referentiel-evaluation-dsrc,Référentiel d'évaluation data science responsable et de confiance,72,,https://github.com/LabeliaLabs/referentiel-evaluation-dsrc,Beginner
cbrain,CBRAIN is a flexible Ruby on Rails framework for accessing and processing of large data on high-performance computing infrastructures.,72,Ruby,https://github.com/aces/cbrain,Beginner
math-server-docker,"The ideal multi-user Data Science server with Jupyterhub and RStudio, ready for Python, R and Julia languages.",72,Dockerfile,https://github.com/felipenoris/math-server-docker,Beginner
tds_black_box_models_more_explainable,"Jupyter Notebook used for writing the article ""Black-Box models are actually more explainable than a Logistic Regression"" published in Towards Data Science: https://towardsdatascience.com/black-box-models-are-actually-more-explainable-than-a-logistic-regression-f263c22795d",72,Jupyter Notebook,https://github.com/smazzanti/tds_black_box_models_more_explainable,Beginner
MarketDataScience,,71,Python,https://github.com/rifleak74/MarketDataScience,Beginner
Data-Science-Extensions,,71,Scala,https://github.com/sourav-mazumder/Data-Science-Extensions,Beginner
dslabs,Data Science Labs R package: includes functions and data for data science courses,71,R,https://github.com/rafalab/dslabs,Beginner
Data-Science-Book-Collections,"Data science is an interdisciplinary academic subject that combines statistics, scientific computers, scientific techniques, processes, algorithms, and systems to get information and insights from noisy, structured, and unstructured data.",71,,https://github.com/ahammadmejbah/Data-Science-Book-Collections,Beginner
Projects,Data Science Portfolio,71,Jupyter Notebook,https://github.com/MaartenGr/Projects,Beginner
data_science_with_r,Tidy Tuesday Projects (R),71,R,https://github.com/NearAndDistant/data_science_with_r,Beginner
julia-workshop,Julia workshop for Data Science,71,C,https://github.com/crsl4/julia-workshop,Beginner
graphs-network-science,Accompanying repository for my book about Graph Data Science,71,Jupyter Notebook,https://github.com/tomasonjo/graphs-network-science,Beginner
Data-Structures-and-Algorithms-in-Java,Sharpen your problem solving skills by learning core computer science concepts in a pain-free manner,71,Java,https://github.com/TrainingByPackt/Data-Structures-and-Algorithms-in-Java,Beginner
math-app-ml,Essential mathematics for applied machine learning and data science,71,Jupyter Notebook,https://github.com/pabloinsente/math-app-ml,Beginner
knime-python,KNIME Python Integration,71,Java,https://github.com/knime/knime-python,Beginner
babyds,An AI-powered data science pipeline,71,Python,https://github.com/Rock-River-Research/babyds,Beginner
pythom,"Code supporting Data Science articles at The Marketing Technologist, Floryn Tech Blog, and Pythom.nl",71,Python,https://github.com/thomhopmans/pythom,Beginner
bads,"Demo codes, tutorials, and exercises for the master lecture Business Analytics and Data Science offered by the Chair of Information Systems at the Humboldt-University of Berlin",71,Jupyter Notebook,https://github.com/Humboldt-WI/bads,Beginner
APMAE4990-,Introduction to Data Science in Industry,70,Jupyter Notebook,https://github.com/Columbia-Intro-Data-Science/APMAE4990-,Beginner
DataScienceWithPython,A repository to store everything for learning DataScience using Python,70,,https://github.com/gabriel19913/DataScienceWithPython,Beginner
praktikum_datasets,Datasets for Data Science and AI Praktikum,70,Jupyter Notebook,https://github.com/anvarnarz/praktikum_datasets,Beginner
MLPrimitives,Primitives for machine learning and data science.,70,Python,https://github.com/MLBazaar/MLPrimitives,Beginner
cannabis-data-science,"🚀 Cannabis Data Science repository powered by 🔥 Cannlytics. 🧑‍🚀 Meetup, code, and advance cannabis science 🧪. Join the fun!",70,Jupyter Notebook,https://github.com/cannlytics/cannabis-data-science,Beginner
Data-Science-Projects,"In this repo, there are (beginner-upper) level projects in the field of data science. I will host these projects that I have done in this field every day in this repo. With the hope that it will be useful to those who are interested in the field of data science like me and will just start...",70,Jupyter Notebook,https://github.com/yusufcinarci/Data-Science-Projects,Beginner
dst,yet another custom data science template via cookiecutter,70,Python,https://github.com/vvssttkk/dst,Beginner
open-russian-data,"Подборка ресурсов открытых данных, ориентированная на использование в странах СНГ, или если вы делаете продукт и исследование про страны СНГ. Данные разбиты по темам и подходят как для дата-журналистики, так и для Data Science.",70,,https://github.com/abnegantes/open-russian-data,Beginner
OpenCuriosity,"""Follow your curiosity, Open your mind"": OpenCuriosity is an open source, exomars rover (1:5 scale) with arduino as main controller, based on the NASA Curiosity rover. It contains a set of Arduino boards and sensors. The general public will be allowed to use these Arduinos and sensors for their own creative purposes while they are in space. All the people will be allowed to integrate their project in the robot, and the data gathered will be available on the internet in order to share this information with the general public for educational, science or other purposes.",70,JavaScript,https://github.com/luismartinnuez/OpenCuriosity,Beginner
DataScienceAssignment,数据科学基础大作业：实现的技术包括利用python爬虫，爬取关键词搜索的微博正文，特定微博下的评论；预处理微博文本；手写textRank；聚类，kmeans，DBSCAN，层次聚类；情感词典情感分析；pyecharts可视化绘图,69,HTML,https://github.com/Gxy-2001/DataScienceAssignment,Beginner
demo-fraud-detection-with-p2p,Exploring Neo4j and Graph Data Science for Fraud Detection,69,Jupyter Notebook,https://github.com/neo4j-product-examples/demo-fraud-detection-with-p2p,Beginner
datahugger,One downloader for many scientific data and code repositories! DOI :open_hands: Data,69,Python,https://github.com/J535D165/datahugger,Beginner
legacy-onyxia-entrypoint,🔬 A data science oriented container launcher,69,Shell,https://github.com/InseeFrLab/legacy-onyxia-entrypoint,Beginner
dsb17-walkthrough,An end-to-end walkthrough of the winning submission by grt123 for the Kaggle Data Science Bowl 2017,69,Jupyter Notebook,https://github.com/bckenstler/dsb17-walkthrough,Beginner
